parcel_feature_id,hex_id,hc_cluster,algo_classification,mistral7b_classification,phi4_classification
ed64f2ed-b31e-4083-b5d3-e6e12da6d2c2,8a2a8ac660d7fff,0,Institutional (Vacant),Institutional,Unclassified
4ddddaba-153d-4033-9711-c0848031dfb2,8a2a8ac66087fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8b994f45-139c-4f21-ace5-052c3e8c7b34,8a2a8ac66467fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8b994f45-139c-4f21-ace5-052c3e8c7b34,8a2a8ac66087fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8b994f45-139c-4f21-ace5-052c3e8c7b34,8a2a8ac66547fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bfc1366f-5d68-459a-b9a7-98da4b0658be,8a2a8ac66467fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8818ab63-affe-49be-813b-9c2b9adea6b2,8a2a8ac66207fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8818ab63-affe-49be-813b-9c2b9adea6b2,8a2a8ac6622ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
119de75a-73a9-4949-8064-a0e90971c41a,8a2a8ac75b6ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
119de75a-73a9-4949-8064-a0e90971c41a,8a2a8ac664cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
634530e0-9ff7-4d2d-8208-4befcbf57b1d,8a2a8ac664cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8f6c76fa-1915-42c4-bb09-af93cfe94cf6,8a2a8ac664dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c04cf696-41e1-436a-8822-84ce89cbfe21,8a2a8ac664e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c04cf696-41e1-436a-8822-84ce89cbfe21,8a2a8ac664cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c04cf696-41e1-436a-8822-84ce89cbfe21,8a2a8ac664dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e77603f6-5c66-4796-adc2-034379cb1973,8a2a8ac75b6ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
24faac6e-1276-46bb-9be8-23fef32707c6,8a2a8ac60d97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
24faac6e-1276-46bb-9be8-23fef32707c6,8a2a8ac60d87fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac6665ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac629affff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac6299ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac62c57fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac62917fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac6668ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac62d07fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
a0cd97da-ff88-4e97-a9b2-397f968b204f,8a2a8ac666cffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac629affff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac6299ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac62c57fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac6218ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac621affff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac6280ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac6286ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac62017fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac6284ffff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
7d4b149e-0488-47dd-aa3d-86641ea64b41,8a2a8ac62807fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
125b7f0b-de4c-4577-8548-3da41bfacf14,8a2a8ac623affff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
125b7f0b-de4c-4577-8548-3da41bfacf14,8a2a8ac623a7fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
125b7f0b-de4c-4577-8548-3da41bfacf14,8a2a8ac62017fff,0,Agricultural Land,Agricultural Land,Residential (unspecified)
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac62c57fff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac6218ffff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac621affff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac62c1ffff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac62017fff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac62cc7fff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac62c07fff,0,Agricultural Land,Agricultural Land,Mixed Use
60a8b522-f937-46b9-8f9e-0e462367af63,8a2a8ac620b7fff,0,Agricultural Land,Agricultural Land,Mixed Use
920fdbb1-8ad5-4f80-a649-9fdc505cd967,8a2a8ac64717fff,0,Agricultural Land,Agricultural Land,Agricultural Land
920fdbb1-8ad5-4f80-a649-9fdc505cd967,8a2a8ac6461ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
920fdbb1-8ad5-4f80-a649-9fdc505cd967,8a2a8ac64607fff,0,Agricultural Land,Agricultural Land,Agricultural Land
920fdbb1-8ad5-4f80-a649-9fdc505cd967,8a2a8ac6462ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
4a80b44c-7ff3-4ae8-bf70-2d9f7a001ab2,8a2a8ac66b67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4a80b44c-7ff3-4ae8-bf70-2d9f7a001ab2,8a2a8ac64797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e757cba7-ff8c-4d17-89d6-c69e7f59c9d5,8a2a8ac66b67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2a6ac80f-80c3-4ccc-ab57-217e5b4a39e4,8a2a8ac64797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6a38e834-6e3e-46bf-aa3f-1de8f9163655,8a2a8ac66b67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3c213229-fb20-443a-a88e-3014fe9bb809,8a2a8ac64797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1a7e021f-861d-4a32-8e1a-ebf3559900fa,8a2a8ac64797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
64135864-c3aa-424b-b4c6-14af7051ac93,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6e75eb58-9102-4670-b677-81b831a5b695,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
43eff61a-e909-4338-a7b2-e3b35dfa3f8d,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d4c8bd70-2787-4215-8b4b-4c9c1e335f7c,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
067cc73a-e1c6-4dd7-a9e4-2b3a20695f7c,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
067cc73a-e1c6-4dd7-a9e4-2b3a20695f7c,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0cd8770b-c0d0-4937-b58b-f6d661032e90,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9da11028-9167-4348-a5ff-51c118e164a7,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
399b447d-fcc3-4cf3-b58a-deb1effa491f,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
12946d82-bd85-4620-b89c-13828b1c3006,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a17c8e11-21aa-496a-9015-233caedb7a70,8a2a8ac668effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a17c8e11-21aa-496a-9015-233caedb7a70,8a2a8ac66bb7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a17c8e11-21aa-496a-9015-233caedb7a70,8a2a8ac66167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1817f250-c9a6-4b07-ad44-078d13c658c6,8a2a8ac66127fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1817f250-c9a6-4b07-ad44-078d13c658c6,8a2a8ac668d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8d220d60-36b4-4577-a80f-c9e03513228d,8a2a8ac668effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8d220d60-36b4-4577-a80f-c9e03513228d,8a2a8ac66167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8d220d60-36b4-4577-a80f-c9e03513228d,8a2a8ac668d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b0ab2417-8ded-4f3b-a441-5e0d68f5db83,8a2a8ac668effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b0ab2417-8ded-4f3b-a441-5e0d68f5db83,8a2a8ac66bb7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fa4d374b-de11-41e6-abd0-d5ea8965ca8e,8a2a8ac644f7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ac64cc7fff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ad592effff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ac644f7fff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ac64c1ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ad592affff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ac64587fff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ac64507fff,0,Agricultural Land,Agricultural Land,Agricultural Land
ea6a7efb-44e1-454d-a99d-600e66a93e47,8a2a8ad59207fff,0,Agricultural Land,Agricultural Land,Agricultural Land
a48a7c14-63c6-4fd0-938a-7dba2515e1eb,8a2a8ac66b4ffff,0,Institutional,Institutional,Institutional
a48a7c14-63c6-4fd0-938a-7dba2515e1eb,8a2a8ac646b7fff,0,Institutional,Institutional,Institutional
10b4353b-70bf-436c-bce1-adc265f3d75a,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c1fb0901-8594-42a8-9eba-951b481b7528,8a2a8ac66a17fff,0,Single-Family Residential (Vacant),Unclassified,Mixed Use
c1fb0901-8594-42a8-9eba-951b481b7528,8a2a8ac66baffff,0,Single-Family Residential (Vacant),Unclassified,Mixed Use
76576961-4c5b-40f1-b0e1-b401c202ea72,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
51015506-f347-4b26-8f21-6588f53dfd63,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
196a2910-1706-462b-81f6-76175550575e,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
90f5b665-5f12-4421-9604-5afa97a64fe2,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a9ef8d8d-9446-4365-baf2-6fc557ba2bfc,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8279fd2a-7008-478e-923c-5c3be8e52505,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c760e6db-e6b5-4f50-a97a-98ee5d3699fc,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
69a72d21-7897-408e-b9bf-6d587679a70d,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
884bb9b8-da53-46e2-9504-a4bcd467115a,8a2a8ac60daffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
884bb9b8-da53-46e2-9504-a4bcd467115a,8a2a8ac60d87fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
5480a579-d55f-47a6-a3cb-50fd49075b44,8a2a8a89265ffff,0,Commercial,Commercial,Mixed Use
77c89838-4f79-46b4-83f6-e5f365804f96,8a2a8ac64a87fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
41f0659b-e95f-4ef8-bf6c-8dde1a55e4aa,8a2a8ac64b37fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
eaba1290-0c29-403d-901a-0f6a5133f4dc,8a2a8ac64b37fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
eaba1290-0c29-403d-901a-0f6a5133f4dc,8a2a8ac64b1ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
eaba1290-0c29-403d-901a-0f6a5133f4dc,8a2a8ac64b07fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
6b36d24c-77d7-482d-b3ac-1bdc69d0b9e5,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9b55cd3f-805a-4bc3-9e36-ff18d5e10fcb,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5c3b1c9e-50ce-4d75-8003-719d9436c76a,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
277ff76a-0583-4fd2-b5a7-83b988d5e5fb,8a2a8ad4bd97fff,0,Single-Family Residential (Vacant),Single-Family Residential,Mixed Use
726678b5-a27f-45f2-9cc4-d4c4236eed21,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b199d3fa-07cc-4f3d-bfa2-53cdcd7f9d2b,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
be05b91e-c383-40e4-95f8-ffe85ea01c99,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
78d512cc-452d-49da-945b-72450731d874,8a2a8ad4b527fff,0,Commercial,Commercial,Commercial
6694588c-7b2a-4125-95d2-acc3954db13f,8a2a8ad4b527fff,0,Commercial,Commercial,Mixed Use
35115e37-475a-448e-a548-d71e2acaaa83,8a2a8ad4b437fff,0,Commercial,Commercial,Commercial
9384a045-6cab-4d13-aa8f-d332e30cd173,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ec5c41fa-48a7-4a98-aa99-ca432fe03a02,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
22515900-907b-4fbe-bf53-9605a8149395,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
98bedab2-90a7-4825-b2e3-b7db52d0aa40,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ab00879d-6796-4f55-93b5-cd7cb81b73d9,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a8e169ac-bc85-42c6-a592-bfbc3a573c39,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5242b205-2bc6-475a-b085-801d842e4eb7,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5242b205-2bc6-475a-b085-801d842e4eb7,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e67ffb85-ce2a-4ecd-9ec3-154419417449,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e72d9d09-06bf-4fbe-b1a5-60a848caa2a7,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e72d9d09-06bf-4fbe-b1a5-60a848caa2a7,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c2b091d0-f014-4974-94f9-bc4c2cf0d0f8,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5fd577bf-46bb-49ac-895b-fda432b178f7,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
addf436d-b979-45f9-9cba-e1fb41e6964c,8a2a8ad4bc47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
addf436d-b979-45f9-9cba-e1fb41e6964c,8a2a8ad4bd6ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d4aae065-07e4-46f9-b152-97944a031085,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
503c9b44-9a2a-4d45-b7cc-bc6dbaf91b8b,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
34acf68f-0e62-49f7-a1e5-8fe19aeee94b,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f33372b8-db2a-48ef-94d9-f4956c995191,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
26243754-af67-4c96-af58-d9f8feb1a275,8a2a8ad4b507fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0f262290-4ec6-44b9-b7b2-c69b5ad11a8e,8a2a8ad4b507fff,0,Commercial,Commercial,Commercial
0f262290-4ec6-44b9-b7b2-c69b5ad11a8e,8a2a8ad4b527fff,0,Commercial,Commercial,Commercial
6481579b-217e-435f-886d-1cc3d5f0c710,8a2a8ad4b507fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
396cd23a-9603-4b02-ab23-2d44cdfaec47,8a2a8ad4bc07fff,0,Unclassified,Unclassified,Mixed Use
99a8d2ac-7929-4d00-958e-ea26a64794c6,8a2a8ad4bc07fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
b39031ed-cc71-4ca7-a3b7-2f3a6846ef56,8a2a8ad4b407fff,0,Commercial,Commercial,Commercial
e9588be5-dbc4-4cbc-9024-1c92d5757766,8a2a8ad4b407fff,0,Commercial,Commercial,Commercial
e9588be5-dbc4-4cbc-9024-1c92d5757766,8a2a8ad4b437fff,0,Commercial,Commercial,Commercial
98a93b14-06b0-43c3-aca2-32f28f0ba8dc,8a2a8ad4b887fff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
2c23403b-5734-4f45-89ae-6705936c4763,8a2a8ad4bd6ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
80c28084-3fa8-425a-89ee-fe995ff935d7,8a2a8ad4b887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ee5555c2-ca15-4cde-82ff-edde965b356a,8a2a8ac60c27fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
16ddcb36-ba33-4f40-83d3-0d3eec0792eb,8a2a8ac6461ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
82872243-5e37-4a3e-9b1f-01d60e361ca0,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2e5cb80b-b6c1-4b2d-b057-b96bd9ce63fe,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2cfbe1ac-37d0-4815-bfe2-51b6598ec663,8a2a8ac6099ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
45756c86-6fc6-4901-bde0-b0b576ebd539,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5aa94d8a-57c6-4d4d-8dfb-a9bf935e46a3,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
867b022a-0501-4e78-a845-1c3ce3ddef27,8a2a8ac60c2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
867b022a-0501-4e78-a845-1c3ce3ddef27,8a2a8ac60c47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
69c364d7-c45e-4bb5-90fb-044997b94901,8a2a8ac60c27fff,0,Institutional,Institutional,Institutional
e284f4c8-2554-4b29-b6da-ca9819ea0004,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e284f4c8-2554-4b29-b6da-ca9819ea0004,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c3b13d5e-e133-4292-b48f-7ebe26160522,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c3b13d5e-e133-4292-b48f-7ebe26160522,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e75a98be-beb1-4b1b-a6e8-dd2b28c4f03d,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ab8edbf8-1f46-4948-a798-bfd0339397d1,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f99c37c0-e2a8-4a79-aa6d-6478c63ff5ef,8a2a8ac60d77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5d4b8151-2d47-4dab-944a-3e415968c5ca,8a2a8ac66ae7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e19ba103-ef06-4b1f-8ebd-911160ddd54d,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8c7f3d65-7ce6-46cc-be15-61ceb65a6ff1,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
71391284-cb2a-43f2-bed0-a838690ed5d1,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
71391284-cb2a-43f2-bed0-a838690ed5d1,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9e4a7d7d-09d1-40b0-bb2e-fb7a18fa0a63,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9e4a7d7d-09d1-40b0-bb2e-fb7a18fa0a63,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
76ad262a-03c2-4317-b322-60340beb9673,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0aad5f69-0710-42c4-b5a0-30ef49fbc272,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f976c565-aa15-4bcd-84de-2db402fb1ad6,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1baff3bb-e4d9-4fe6-95ec-b0dbccdfa89f,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
df617402-61e6-4989-9acd-5c8cfbd30389,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
df617402-61e6-4989-9acd-5c8cfbd30389,8a2a8ac60d77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2f34385d-453c-4226-96a0-f6d60cd29ae3,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c5bbc07e-f375-4f0b-a78d-8c848d286fd9,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7dba1d50-550d-404d-88d1-eb8763397089,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7dba1d50-550d-404d-88d1-eb8763397089,8a2a8ac60d77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2cb42b94-f934-4c1b-b0e5-3336969754b6,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f0f2827e-cf33-4a36-945e-c27e78e5bf58,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Mixed Use
1bf4722a-2f60-4cfa-8d36-cad00443907d,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9477fe30-070d-4698-8986-b43147151b71,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
65a202e4-caa3-4963-a5ba-b19fdf100f41,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
68575019-a58e-4399-986c-6cfc2a283be4,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
68575019-a58e-4399-986c-6cfc2a283be4,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7ff83f83-4388-4619-9e23-d3399bd46768,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
da8ba7ee-cd83-4d87-8be2-fbdafbaffa1a,8a2a8ac66b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3f8ae0c1-9a89-475f-aa76-35815b83f731,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3f8ae0c1-9a89-475f-aa76-35815b83f731,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9aa93dfe-09b1-4690-83ef-8ecc89e2bbb4,8a2a8ac66b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9aa93dfe-09b1-4690-83ef-8ecc89e2bbb4,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3c8d5022-202d-4cdb-9085-d2a0b2ba2aea,8a2a8ac646b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
16c4f55a-7cc1-4558-b981-a4bdf096191c,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b5e0c0ed-290d-484c-8c28-b077c71151f4,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b5e0c0ed-290d-484c-8c28-b077c71151f4,8a2a8ac66a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1b279161-2a80-4904-b0fe-727791e514d5,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9a607a62-563d-4034-99a8-f2904d601d69,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fdc57c1d-9dbf-4b88-8215-f228a3c81669,8a2a8ac66b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fdc57c1d-9dbf-4b88-8215-f228a3c81669,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
98fb4492-463d-45c3-bb51-753c181d080b,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
