feature_id,region_id,cluster_id,color,centroid_lat,centroid_lon,area_degrees_sq,geometry_json,rag_text
2320,8a2a8ad4b897fff,0,#1f77b4,37.25134828838783,-80.40363702804005,1.4301817830108507e-06,"{""coordinates"":[[[-80.40345785715411,37.25196774244862],[-80.40428236415444,37.25177790866324],[-80.40446152378549,37.2511584529993],[-80.40381619464546,37.25072883519865],[-80.40299170344485,37.25091866244652],[-80.40281252558472,37.251538114032435],[-80.40345785715411,37.25196774244862]]],""type"":""Polygon""}","H3 region 8a2a8ad4b897fff is feature 2320. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.251348, longitude -80.403637. Its display color is #1f77b4."
2321,8a2a8ac600a7fff,0,#1f77b4,37.22526919783646,-80.44655670166334,1.4287721554461383e-06,"{""coordinates"":[[[-80.44637818586078,37.22588846130528],[-80.44720204779259,37.22569841673226],[-80.44738055235611,37.22507915167169],[-80.4467352132084,37.22464993524413],[-80.44591136704065,37.22483997326894],[-80.44573284425672,37.22545923426942],[-80.44637818586078,37.22588846130528]]],""type"":""Polygon""}","H3 region 8a2a8ac600a7fff is feature 2321. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.225269, longitude -80.446557. Its display color is #1f77b4."
2322,8a2a8ac62137fff,0,#1f77b4,37.22618747158448,-80.47013274146862,1.4287762699551152e-06,"{""coordinates"":[[[-80.46995452889583,37.226806772821384],[-80.47077829703419,37.22661656391721],[-80.47095649836953,37.225997261094115],[-80.47031094979384,37.225568171226236],[-80.46948719740995,37.22575837357446],[-80.46930897784746,37.226377672346395],[-80.46995452889583,37.226806772821384]]],""type"":""Polygon""}","H3 region 8a2a8ac62137fff is feature 2322. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.226187, longitude -80.470133. Its display color is #1f77b4."
2323,8a2a8ac6114ffff,0,#1f77b4,37.2077199235436,-80.42239934961137,1.4279193752664228e-06,"{""coordinates"":[[[-80.42222058478839,37.208338992706004],[-80.42304425862758,37.20814916957568],[-80.42322301221765,37.20753009881666],[-80.42257811016962,37.207100855256044],[-80.42175445209345,37.20729067184808],[-80.42157568030247,37.20790973853891],[-80.42222058478839,37.208338992706004]]],""type"":""Polygon""}","H3 region 8a2a8ac6114ffff is feature 2323. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.207720, longitude -80.422399. Its display color is #1f77b4."
2324,8a2a8ad59a97fff,0,#1f77b4,37.25805557959768,-80.44479727803095,1.430450636548915e-06,"{""coordinates"":[[[-80.44461861778714,37.25867514763136],[-80.44544304882143,37.258485010336514],[-80.44562169781072,37.257865440709125],[-80.44497593401066,37.25743601243923],[-80.44415151876267,37.25762614318245],[-80.44397285152863,37.25824570874708],[-80.44461861778714,37.25867514763136]]],""type"":""Polygon""}","H3 region 8a2a8ad59a97fff is feature 2324. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.258056, longitude -80.444797. Its display color is #1f77b4."
2325,8a2a8a892607fff,0,#1f77b4,37.205085142081934,-80.40624586224425,1.4278137482881793e-06,"{""coordinates"":[[[-80.40606689724171,37.20570416646072],[-80.40689060078091,37.20551446230324],[-80.40706955455038,37.204895436324136],[-80.40642482297564,37.204466118576576],[-80.40560113520472,37.2046558162013],[-80.40542216324046,37.20527483810623],[-80.40606689724171,37.20570416646072]]],""type"":""Polygon""}","H3 region 8a2a8a892607fff is feature 2325. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.205085, longitude -80.406246. Its display color is #1f77b4."
2326,8a2a8ad4a76ffff,0,#1f77b4,37.25656221666835,-80.42367913625007,1.430412372563862e-06,"{""coordinates"":[[[-80.42350020674229,37.25718174447922],[-80.4243247101746,37.256991756692855],[-80.42450362842675,37.25637222728333],[-80.42385806148495,37.25594268973078],[-80.42303357384709,37.256132670972534],[-80.42285463735676,37.256752196311346],[-80.42350020674229,37.25718174447922]]],""type"":""Polygon""}","H3 region 8a2a8ad4a76ffff is feature 2326. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.256562, longitude -80.423679. Its display color is #1f77b4."
2327,8a2a8ac62ceffff,0,#1f77b4,37.226904061049126,-80.47454072899622,1.4288048395837796e-06,"{""coordinates"":[[[-80.47436257110824,37.22752337443724],[-80.47518633100537,37.22733313306599],[-80.47536447765597,37.22671381809269],[-80.47471888263843,37.22628474854004],[-80.47389513849431,37.22647498335383],[-80.4737169736149,37.22709429427762],[-80.47436257110824,37.22752337443724]]],""type"":""Polygon""}","H3 region 8a2a8ac62ceffff is feature 2327. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.226904, longitude -80.474541. Its display color is #1f77b4."
2329,8a2a8ad590dffff,0,#1f77b4,37.256344169220505,-80.45221679946843,1.4303497295557874e-06,"{""coordinates"":[[[-80.45203824212686,37.2569637304557],[-80.45286260941519,37.25677354778304],[-80.45304115550368,37.256153984955965],[-80.45239535254943,37.25572460886128],[-80.45157100104308,37.25591478498013],[-80.45139243670921,37.256534343747376],[-80.45203824212686,37.2569637304557]]],""type"":""Polygon""}","H3 region 8a2a8ad590dffff is feature 2329. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.256344, longitude -80.452217. Its display color is #1f77b4."
2330,8a2a8ac65537fff,0,#1f77b4,37.232495829368105,-80.42524290724245,1.4291797523205277e-06,"{""coordinates"":[[[-80.42506408744495,37.23311513400697],[-80.42588817180629,37.232925212299385],[-80.42606698035955,37.23230590606338],[-80.425421722772,37.2318765256035],[-80.42459765418869,37.232066440768875],[-80.42441882741505,37.23268574293625],[-80.42506408744495,37.23311513400697]]],""type"":""Polygon""}","H3 region 8a2a8ac65537fff is feature 2330. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.232496, longitude -80.425243. Its display color is #1f77b4."
2331,8a2a8a8926a7fff,0,#1f77b4,37.205564351288146,-80.40918274474392,1.427832971919784e-06,"{""coordinates"":[[[-80.40900381613265,37.20618338381431],[-80.40982751428226,37.20599365802568],[-80.41000643166052,37.20537462389989],[-80.40936166908523,37.204945319635684],[-80.40853798670291,37.205135038890546],[-80.40835905112877,37.205754068943264],[-80.40900381613265,37.20618338381431]]],""type"":""Polygon""}","H3 region 8a2a8a8926a7fff is feature 2331. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.205564, longitude -80.409183. Its display color is #1f77b4."
2332,8a2a8a892aa7fff,0,#1f77b4,37.20954741434336,-80.39188369438077,1.4280672042846124e-06,"{""coordinates"":[[[-80.39170452612778,37.21016646258738],[-80.39252837233832,37.20997684251927],[-80.39270752935494,37.20935779267133],[-80.39206285835562,37.20892836697129],[-80.39123902792247,37.209117980510754],[-80.39105985271142,37.20973702627879],[-80.39170452612778,37.21016646258738]]],""type"":""Polygon""}","H3 region 8a2a8a892aa7fff is feature 2332. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.209547, longitude -80.391884. Its display color is #1f77b4."
2333,8a2a8ad48cdffff,0,#1f77b4,37.26831545970875,-80.40026811012983,1.4310550917009922e-06,"{""coordinates"":[[[-80.40008883227597,37.26893506817358],[-80.40091364536019,37.26874520345079],[-80.40109291195091,37.26812559338121],[-80.40044738369866,37.267695852114635],[-80.39962258642677,37.26788571029897],[-80.399443301595,37.2685053162882],[-80.40008883227597,37.26893506817358]]],""type"":""Polygon""}","H3 region 8a2a8ad48cdffff is feature 2333. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.268315, longitude -80.400268. Its display color is #1f77b4."
2334,8a2a8ac6551ffff,0,#1f77b4,37.23063794184132,-80.42577933942398,1.4290838722186467e-06,"{""coordinates"":[[[-80.42560053349915,37.231257229761184],[-80.42642458359394,37.231067310310436],[-80.42660337827547,37.23044802079367],[-80.42595814108148,37.23001865479584],[-80.42513410676324,37.23020856770442],[-80.4249552938626,37.23082785315288],[-80.42560053349915,37.231257229761184]]],""type"":""Polygon""}","H3 region 8a2a8ac6551ffff is feature 2334. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.230638, longitude -80.425779. Its display color is #1f77b4."
2335,8a2a8ad4b317fff,0,#1f77b4,37.24133783708598,-80.40191542743091,1.429673290635326e-06,"{""coordinates"":[[[-80.40173627138336,37.24195719537413],[-80.40256061502217,37.241767405282964],[-80.40273975981934,37.24114804539174],[-80.40209457919896,37.24071847966963],[-80.40127025135403,37.24090826322506],[-80.4010910883358,37.24152761903824],[-80.40173627138336,37.24195719537413]]],""type"":""Polygon""}","H3 region 8a2a8ad4b317fff is feature 2335. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.241338, longitude -80.401915. Its display color is #1f77b4."
2336,8a2a8a8923affff,0,#1f77b4,37.20550411667195,-80.39689828529208,1.427851808935622e-06,"{""coordinates"":[[[-80.39671919724503,37.20612313331617],[-80.39754295115578,37.20593349180737],[-80.39772202796877,37.2053144735606],[-80.3970773690639,37.20488510090026],[-80.39625363092573,37.20507473587928],[-80.39607453592004,37.205693750048304],[-80.39671919724503,37.20612313331617]]],""type"":""Polygon""}","H3 region 8a2a8a8923affff is feature 2336. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.205504, longitude -80.396898. Its display color is #1f77b4."
2337,8a2a8ac646e7fff,0,#1f77b4,37.235938293305715,-80.44040368817372,1.4293283234060089e-06,"{""coordinates"":[[[-80.44022505279393,37.23655764899678],[-80.4410491257572,37.23636761245726],[-80.44122774989245,37.23574825517248],[-80.4405823192915,37.235318938490195],[-80.43975826210193,37.23550896848221],[-80.43957961973979,37.2361283217039],[-80.44022505279393,37.23655764899678]]],""type"":""Polygon""}","H3 region 8a2a8ac646e7fff is feature 2337. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.235938, longitude -80.440404. Its display color is #1f77b4."
2338,8a2a8ac66cb7fff,0,#1f77b4,37.249202941073996,-80.46812413437327,1.4299558564511323e-06,"{""coordinates"":[[[-80.4679458104951,37.249822455213376],[-80.46876998165004,37.24963218639157],[-80.46894829427987,37.24901267066442],[-80.46830245399897,37.24858342781229],[-80.46747829861441,37.24877369007601],[-80.46729996774056,37.24939320174983],[-80.4679458104951,37.249822455213376]]],""type"":""Polygon""}","H3 region 8a2a8ac66cb7fff is feature 2338. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.249203, longitude -80.468124. Its display color is #1f77b4."
2339,8a2a8ac61d1ffff,0,#1f77b4,37.21763413372136,-80.4295331997495,1.4284128758401872e-06,"{""coordinates"":[[[-80.42935449088878,37.218253304586035],[-80.43017830119328,37.218063400957675],[-80.43035699881706,37.2174442284976],[-80.42971190434679,37.21701496373184],[-80.42888810980874,37.217204860818406],[-80.42870939397469,37.217824029212395],[-80.42935449088878,37.218253304586035]]],""type"":""Polygon""}","H3 region 8a2a8ac61d1ffff is feature 2339. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.217634, longitude -80.429533. Its display color is #1f77b4."
2340,8a2a8ac60aeffff,0,#1f77b4,37.22020973672782,-80.43340397453998,1.4285374596864071e-06,"{""coordinates"":[[[-80.43322530645567,37.220828936513996],[-80.43404914286421,37.220638998158165],[-80.43422779971074,37.22001979677739],[-80.43358263836211,37.219590537817105],[-80.43275881772,37.21978046962956],[-80.43258014266027,37.22039966694557],[-80.43322530645567,37.220828936513996]]],""type"":""Polygon""}","H3 region 8a2a8ac60aeffff is feature 2340. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.220210, longitude -80.433404. Its display color is #1f77b4."
2341,8a2a8ac62adffff,0,#1f77b4,37.21732290146573,-80.46345661601028,1.428335637329467e-06,"{""coordinates"":[[[-80.46327834940814,37.21794211145461],[-80.46410199700507,37.2177519766267],[-80.46428025237333,37.21713276505045],[-80.46363487836355,37.21670369235517],[-80.46281124651817,37.216893820630375],[-80.4626329729312,37.217513028153455],[-80.46327834940814,37.21794211145461]]],""type"":""Polygon""}","H3 region 8a2a8ac62adffff is feature 2341. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.217323, longitude -80.463457. Its display color is #1f77b4."
2342,8a2a8a8936effff,0,#1f77b4,37.185826984898696,-80.38952377102477,1.426860317235957e-06,"{""coordinates"":[[[-80.38934466029532,37.186445808010454],[-80.39016811193218,37.186256279713476],[-80.3903472114361,37.18563745499837],[-80.3897028774793,37.18520816265947],[-80.38887944160531,37.18539768443142],[-80.38870032392548,37.186016505067194],[-80.38934466029532,37.186445808010454]]],""type"":""Polygon""}","H3 region 8a2a8a8936effff is feature 2342. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.185827, longitude -80.389524. Its display color is #1f77b4."
2343,8a2a8ad4e69ffff,0,#1f77b4,37.27401041130487,-80.42325813576392,1.4313050954269712e-06,"{""coordinates"":[[[-80.42307913594504,37.274630101690725],[-80.42390394006883,37.27444006115136],[-80.42408292862386,37.27382036916591],[-80.42343713130661,37.27339072179168],[-80.42261234298894,37.273580755784465],[-80.42243333618258,37.27420044369795],[-80.42307913594504,37.274630101690725]]],""type"":""Polygon""}","H3 region 8a2a8ad4e69ffff is feature 2343. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.274010, longitude -80.423258. Its display color is #1f77b4."
2344,8a2a8ac63c17fff,0,#1f77b4,37.2137001585666,-80.45911757208275,1.4281584992217664e-06,"{""coordinates"":[[[-80.4589392624646,37.21431932926523],[-80.45976286828147,37.21412923572799],[-80.45994116666706,37.213510063441134],[-80.45929587745084,37.21308098874602],[-80.45847228738505,37.213271075732386],[-80.45829397078457,37.21389024396464],[-80.4589392624646,37.21431932926523]]],""type"":""Polygon""}","H3 region 8a2a8ac63c17fff is feature 2344. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.213700, longitude -80.459118. Its display color is #1f77b4."
2345,8a2a8ac6512ffff,0,#1f77b4,37.229530823659616,-80.41302247343567,1.4290501929034373e-06,"{""coordinates"":[[[-80.41284350572455,37.230150085336845],[-80.41366759595776,37.229960256792715],[-80.41384655242501,37.22934099351562],[-80.41320143687419,37.22891156285562],[-80.4123773624223,37.229101384861856],[-80.41219838774008,37.22972064406585],[-80.41284350572455,37.230150085336845]]],""type"":""Polygon""}","H3 region 8a2a8ac6512ffff is feature 2345. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.229531, longitude -80.413022. Its display color is #1f77b4."
2346,8a2a8ad4b717fff,0,#1f77b4,37.24301589554,-80.412202364766,1.4297406549101004e-06,"{""coordinates"":[[[-80.41202333628169,37.24363528236167],[-80.4128476610317,37.2434454164303],[-80.41302667826578,37.242826028007926],[-80.41238138897498,37.24239650959104],[-80.4115570800155,37.242586368983126],[-80.41137804455644,37.24320575333128],[-80.41202333628169,37.24363528236167]]],""type"":""Polygon""}","H3 region 8a2a8ad4b717fff is feature 2346. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.243016, longitude -80.412202. Its display color is #1f77b4."
2347,8a2a8ac63b57fff,0,#1f77b4,37.20501997519193,-80.4416298118289,1.4277468927465708e-06,"{""coordinates"":[[[-80.4414513069937,37.20563904293994],[-80.44227484557874,37.20544909683866],[-80.44245333918396,37.20483002749872],[-80.44180831240813,37.204400908320636],[-80.44098478957604,37.20459084787774],[-80.44080627776701,37.205209913156985],[-80.4414513069937,37.20563904293994]]],""type"":""Polygon""}","H3 region 8a2a8ac63b57fff is feature 2347. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.205020, longitude -80.441630. Its display color is #1f77b4."
2348,8a2a8ac61a4ffff,0,#1f77b4,37.20337763026353,-80.41365883751567,1.4277133075862251e-06,"{""coordinates"":[[[-80.41347997519996,37.203996647883464],[-80.41430361526179,37.20380689843868],[-80.41448246634587,37.20318787922029],[-80.41383769556369,37.20275861351778],[-80.4130140712658,37.20294835642762],[-80.41283520198635,37.20356737157479],[-80.41347997519996,37.203996647883464]]],""type"":""Polygon""}","H3 region 8a2a8ac61a4ffff is feature 2348. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.203378, longitude -80.413659. Its display color is #1f77b4."
2349,8a2a8ac61d67fff,0,#1f77b4,37.21691594550269,-80.42512656294849,1.428384116245214e-06,"{""coordinates"":[[[-80.42494779945865,37.217535104166494],[-80.42577161789694,37.21734523299943],[-80.4259503701498,37.216726072739235],[-80.42530532217313,37.21629678771369],[-80.42448151950272,37.21648665234046],[-80.42430274904129,37.21710580853295],[-80.42494779945865,37.217535104166494]]],""type"":""Polygon""}","H3 region 8a2a8ac61d67fff is feature 2349. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.216916, longitude -80.425127. Its display color is #1f77b4."
2350,8a2a8ad4b62ffff,0,#1f77b4,37.239869229325066,-80.41080366283343,1.429582369082038e-06,"{""coordinates"":[[[-80.41062462785082,37.24048858496737],[-80.41144890523069,37.240298738652974],[-80.41162792896436,37.23967938140977],[-80.41098269354063,37.23924987455543],[-80.41015843194985,37.2394397143314],[-80.40997938999394,37.24005906750002],[-80.41062462785082,37.24048858496737]]],""type"":""Polygon""}","H3 region 8a2a8ad4b62ffff is feature 2350. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.239869, longitude -80.410804. Its display color is #1f77b4."
2351,8a2a8ac66d4ffff,0,#1f77b4,37.2477687283461,-80.45930433524357,1.42989860359381e-06,"{""coordinates"":[[[-80.45912590190936,37.24838821815526],[-80.45995008952178,37.24819801433764],[-80.46012851160752,37.24757852293869],[-80.45948276432173,37.247149239413844],[-80.45865859248259,37.2473394366764],[-80.45848015215614,37.24795892401875],[-80.45912590190936,37.24838821815526]]],""type"":""Polygon""}","H3 region 8a2a8ac66d4ffff is feature 2351. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.247769, longitude -80.459304. Its display color is #1f77b4."
2352,8a2a8ad48647fff,0,#1f77b4,37.25644390273056,-80.39908436021122,1.4304503446276124e-06,"{""coordinates"":[[[-80.39890511113802,37.25706339874709],[-80.39972972643052,37.25687357994151],[-80.39990896424604,37.25625408232052],[-80.39926360500104,37.255824407585045],[-80.39843900551355,37.25601421985399],[-80.39825974946626,37.25663371339492],[-80.39890511113802,37.25706339874709]]],""type"":""Polygon""}","H3 region 8a2a8ad48647fff is feature 2352. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.256444, longitude -80.399084. Its display color is #1f77b4."
2353,8a2a8ad4ab77fff,0,#1f77b4,37.26183976795406,-80.40829965054338,1.4307097019977066e-06,"{""coordinates"":[[[-80.40812050129837,37.26245932592738],[-80.40894516632258,37.26226942675172],[-80.4091243043082,37.26164986717586],[-80.408478795508,37.26122021085243],[-80.40765414628838,37.26141010348781],[-80.40747499006454,37.26202965898677],[-80.40812050129837,37.26245932592738]]],""type"":""Polygon""}","H3 region 8a2a8ad4ab77fff is feature 2353. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.261840, longitude -80.408300. Its display color is #1f77b4."
2354,8a2a8ac62b37fff,0,#1f77b4,37.22451481377477,-80.4598478831134,1.4287095344788284e-06,"{""coordinates"":[[[-80.45966954296226,37.22513408663976],[-80.46049333028945,37.22494395349105],[-80.46067165920307,37.224324679037494],[-80.46002621901292,37.22389554178752],[-80.45920244744352,37.22408566838381],[-80.45902410030666,37.224704938782395],[-80.45966954296226,37.22513408663976]]],""type"":""Polygon""}","H3 region 8a2a8ac62b37fff is feature 2354. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.224515, longitude -80.459848. Its display color is #1f77b4."
2355,8a2a8a892a97fff,0,#1f77b4,37.20897854127062,-80.39435517763046,1.4280337581494412e-06,"{""coordinates"":[[[-80.3941760436151,37.20959758727492],[-80.39499986868084,37.20940795209905],[-80.39517899146031,37.208788904491435],[-80.39453430736886,37.20835949613851],[-80.39371049807907,37.20854912478499],[-80.39353135710496,37.20916816831368],[-80.3941760436151,37.20959758727492]]],""type"":""Polygon""}","H3 region 8a2a8a892a97fff is feature 2355. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208979, longitude -80.394355. Its display color is #1f77b4."
2356,8a2a8ac6354ffff,0,#1f77b4,37.20707970257165,-80.46025519968293,1.4278183483435555e-06,"{""coordinates"":[[[-80.4600769293556,37.20769881266837],[-80.46090041672386,37.20750873254182],[-80.46107867582184,37.20688962085749],[-80.4604334657619,37.206460593353306],[-80.45960999413987,37.20665066692941],[-80.45943171683174,37.20726977456002],[-80.4600769293556,37.20769881266837]]],""type"":""Polygon""}","H3 region 8a2a8ac6354ffff is feature 2356. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.207080, longitude -80.460255. Its display color is #1f77b4."
2357,8a2a8ad5d247fff,0,#1f77b4,37.26882135692415,-80.43322476715655,1.4310218608373345e-06,"{""coordinates"":[[[-80.43304591634322,37.26944101122404],[-80.43387058538704,37.26925091889001],[-80.43404942493983,37.26863126299316],[-80.43340361369894,37.26820170349805],[-80.43257896045351,37.26839178928289],[-80.43240010265077,37.26901144111192],[-80.43304591634322,37.26944101122404]]],""type"":""Polygon""}","H3 region 8a2a8ad5d247fff is feature 2357. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.268821, longitude -80.433225. Its display color is #1f77b4."
2358,8a2a8ad4ab6ffff,0,#1f77b4,37.26055077868378,-80.40636317075288,1.430647274082629e-06,"{""coordinates"":[[[-80.40618400110475,37.26117032218928],[-80.40700865302489,37.26098044039761],[-80.40718781141403,37.26036089528916],[-80.40654233612,37.25993123604983],[-80.40571770000444,37.260121111302006],[-80.40553852337854,37.26074065233289],[-80.40618400110475,37.26117032218928]]],""type"":""Polygon""}","H3 region 8a2a8ad4ab6ffff is feature 2358. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.260551, longitude -80.406363. Its display color is #1f77b4."
2359,8a2a8ac644d7fff,0,#1f77b4,37.242709122778805,-80.4461442663918,1.429663906766393e-06,"{""coordinates"":[[[-80.4459656805841,37.2433285489447],[-80.44678984274478,37.24313845144989],[-80.44696841730524,37.24251902369133],[-80.44632284793872,37.24208969748878],[-80.4454987015537,37.2422797884334],[-80.44532010875976,37.24289921213066],[-80.4459656805841,37.2433285489447]]],""type"":""Polygon""}","H3 region 8a2a8ac644d7fff is feature 2359. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.242709, longitude -80.446144. Its display color is #1f77b4."
2360,8a2a8ad59747fff,0,#1f77b4,37.254485511905976,-80.45275244431139,1.4302537617028162e-06,"{""coordinates"":[[[-80.45257390083036,37.25510505642305],[-80.4533982338207,37.25491487601998],[-80.4535767660496,37.25429532991124],[-80.4529309835324,37.25386596826497],[-80.45210666632255,37.25405614211428],[-80.45192811584958,37.2546756841635],[-80.45257390083036,37.25510505642305]]],""type"":""Polygon""}","H3 region 8a2a8ad59747fff is feature 2360. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.254486, longitude -80.452752. Its display color is #1f77b4."
2361,8a2a8ac65ccffff,0,#1f77b4,37.23072865733036,-80.42036862910327,1.4290982221039313e-06,"{""coordinates"":[[[-80.42018975247557,37.2313479393666],[-80.42101382918632,37.23115805668442],[-80.42119269457021,37.23053877304999],[-80.42054750146129,37.23010937616799],[-80.41972344052948,37.230299252309734],[-80.41954455692783,37.23091853187379],[-80.42018975247557,37.2313479393666]]],""type"":""Polygon""}","H3 region 8a2a8ac65ccffff is feature 2361. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.230729, longitude -80.420369. Its display color is #1f77b4."
2362,8a2a8ac63427fff,0,#1f77b4,37.208605723506146,-80.46365962725967,1.4278900890253308e-06,"{""coordinates"":[[[-80.46348139554895,37.20922485210446],[-80.46430489318958,37.209034743799684],[-80.46448311367052,37.20841561361446],[-80.46383785472324,37.20798659578648],[-80.46301437282837,37.20817669753954],[-80.46283613413523,37.20879582367221],[-80.46348139554895,37.20922485210446]]],""type"":""Polygon""}","H3 region 8a2a8ac63427fff is feature 2362. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208606, longitude -80.463660. Its display color is #1f77b4."
2363,8a2a8ac66d1ffff,0,#1f77b4,37.25034444366596,-80.46317902718808,1.4300231917223478e-06,"{""coordinates"":[[[-80.4630006347328,37.25096396236587],[-80.4638248484101,37.250773723767345],[-80.46400322961608,37.250154203478424],[-80.46335741538857,37.24972492584322],[-80.46253321748453,37.24991515788512],[-80.46235481803491,37.25053467411875],[-80.4630006347328,37.25096396236587]]],""type"":""Polygon""}","H3 region 8a2a8ac66d1ffff is feature 2363. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.250344, longitude -80.463179. Its display color is #1f77b4."
2364,8a2a8ac602effff,0,#1f77b4,37.21454584604828,-80.44042059025946,1.4282355305397892e-06,"{""coordinates"":[[[-80.44024203440549,37.21516500151146],[-80.44106574144013,37.21497503322638],[-80.44124428605956,37.21435587617052],[-80.44059914185527,37.21392669146139],[-80.43977545058033,37.214116653201515],[-80.43959688775017,37.21473580619562],[-80.44024203440549,37.21516500151146]]],""type"":""Polygon""}","H3 region 8a2a8ac602effff is feature 2364. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.214546, longitude -80.440421. Its display color is #1f77b4."
2365,8a2a8ac660a7fff,0,#1f77b4,37.24162294599707,-80.46338222792228,1.4295771440146866e-06,"{""coordinates"":[[[-80.46320387040751,37.24224238335493],[-80.4640279339224,37.24205217126444],[-80.46420628019193,37.24143273231807],[-80.46356058118387,37.24100350951672],[-80.46273653343648,37.241193715051594],[-80.46255816892985,37.2418131499433],[-80.46320387040751,37.24224238335493]]],""type"":""Polygon""}","H3 region 8a2a8ac660a7fff is feature 2365. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.241623, longitude -80.463382. Its display color is #1f77b4."
2366,8a2a8ad5da5ffff,0,#1f77b4,37.27367985083665,-80.427203085597,1.4312811013100324e-06,"{""coordinates"":[[[-80.42702413835674,37.27429954304852],[-80.4278489185271,37.27410947650864],[-80.42802785450404,37.27348978269814],[-80.42738202856287,37.27306015949784],[-80.42655726419667,37.2732502194899],[-80.42637830996767,37.27386990922997],[-80.42702413835674,37.27429954304852]]],""type"":""Polygon""}","H3 region 8a2a8ad5da5ffff is feature 2366. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.273680, longitude -80.427203. Its display color is #1f77b4."
2367,8a2a8ac65d67fff,0,#1f77b4,37.23558366001669,-80.41435034757576,1.4293570516822312e-06,"{""coordinates"":[[[-80.41417137464659,37.23620297998641],[-80.414995562282,37.236013123039584],[-80.41517452396455,37.23539380147],[-80.41452931623179,37.234964340920115],[-80.41370514438113,37.23515419132788],[-80.41352616447865,37.235773508824494],[-80.41417137464659,37.23620297998641]]],""type"":""Polygon""}","H3 region 8a2a8ac65d67fff is feature 2367. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.235584, longitude -80.414350. Its display color is #1f77b4."
2368,8a2a8ac64a07fff,0,#1f77b4,37.24178601929489,-80.42256012194818,1.4296592407550833e-06,"{""coordinates"":[[[-80.4223812327638,37.24240540751697],[-80.42320548849817,37.24221547453825],[-80.42338436643377,37.24159608471796],[-80.42273900686189,37.24116663194652],[-80.42191476691276,37.24135655838276],[-80.42173587075047,37.24197594413282],[-80.4223812327638,37.24240540751697]]],""type"":""Polygon""}","H3 region 8a2a8ac64a07fff is feature 2368. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.241786, longitude -80.422560. Its display color is #1f77b4."
2369,8a2a8ac61c0ffff,0,#1f77b4,37.214728245343174,-80.42960292676545,1.4282643373130175e-06,"{""coordinates"":[[[-80.42942422958987,37.21534738908668],[-80.43024798988436,37.21515749426389],[-80.4304266758244,37.214538348925146],[-80.42978161967818,37.21410910247495],[-80.42895787514816,37.21429899075627],[-80.42877917100006,37.21491813202913],[-80.42942422958987,37.21534738908668]]],""type"":""Polygon""}","H3 region 8a2a8ac61c0ffff is feature 2369. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.214728, longitude -80.429603. Its display color is #1f77b4."
